difficulty_result,seq_length_train,batch_train,num_layers_train,onset_weight_train,maxpool_timescale_train,precision_micro,recall_micro,f1_micro,precision_chart,recall_chart,f1_chart,difficulty_mode
easy,20480,32,2,64,1152,0.919093851132686,0.8879432624113480,0.8635097493036210,0.9220175522468610,0.8889245754934430,0.8635962719145930,beginner
hard,20480,32,2,64,1152,0.878345498783455,0.777148253068933,0.7832817337461300,0.883667341013115,0.7775411857997230,0.7823967733798860,intermediate
expert,20480,32,2,64,1152,0.8471731448763250,0.8032069970845480,0.7812832328961360,0.8540686080152180,0.8011834351771320,0.7839180207578290,advanced
expertplus,20480,32,2,64,1152,0.8529411764705880,0.7673267326732670,0.7845161290322580,0.8692307692307690,0.7671260086902550,0.7867723350808210,expert
all_diff,20480,32,2,64,1152,0.864010989010989,0.8016949152542370,0.7939571968107430,0.8778403678206250,0.8135361130339150,0.8052101176737970,all_diff
easy,20480,32,2,64,1920,0.9337899543379000,0.8780141843971630,0.8693140794223830,0.9400369709554730,0.8793740424326250,0.8682694920008300,beginner
hard,20480,32,2,64,1920,0.9710669077757680,0.8007554296506140,0.7910891089108910,0.9703001855688940,0.8022961572653200,0.7900642624083790,intermediate
expert,20480,32,2,64,1920,0.9535232383808100,0.8309037900874640,0.7756766777901370,0.9524340847626900,0.8291652739666750,0.7750727908817060,advanced
expertplus,20480,32,2,64,1920,0.8829787234042550,0.7797029702970300,0.7881136950904390,0.8963963963963960,0.7856610800744880,0.7900828460038990,expert
all_diff,20480,32,2,64,1920,0.9469122426868910,0.8194915254237290,0.7974295311815390,0.9506407876769800,0.8268664954278160,0.8075442761690260,all_diff
easy,20480,32,2,64,3968,0.9204545454545450,0.8851063829787230,0.8615840118430790,0.9224046070601340,0.88614321418951,0.8595478019685970,beginner
hard,20480,32,2,64,3968,0.952561669829222,0.7932011331444760,0.791476407914764,0.9513819091785310,0.7947550826666160,0.7904469776736230,intermediate
expert,20480,32,2,64,3968,0.9069767441860460,0.8170553935860060,0.7780718336483930,0.9069436310617900,0.8160785264726910,0.7761017176652870,advanced
expertplus,20480,32,2,64,3968,0.8792270531400970,0.7896039603960400,0.7945205479452050,0.8937352802637780,0.7894103041589080,0.7945045271629780,expert
all_diff,20480,32,2,64,3968,0.9168490153172870,0.8161016949152540,0.7966000596480760,0.9209973102173520,0.8232057281580230,0.8054002081641090,all_diff
easy,20480,32,2,64,9344,0.9009287925696590,0.873758865248227,0.8615840118430790,0.9055895934670510,0.8751116662978430,0.8597626017837370,beginner
hard,20480,32,2,64,9344,0.9090909090909090,0.7875354107648730,0.7871569135163130,0.9085791067937740,0.789440348120356,0.7859651724961340,intermediate
expert,20480,32,2,64,9344,0.8747276688453160,0.8010204081632650,0.778880226789511,0.878620903955904,0.7984553082023140,0.781026656076349,advanced
expertplus,20480,32,2,64,9344,0.8436482084690550,0.7797029702970300,0.7906371911573470,0.8628948609146630,0.7822346368715080,0.7918776154215550,expert
all_diff,20480,32,2,64,9344,0.8844589096826690,0.8028248587570620,0.7898928024502300,0.8946198744842630,0.8147029788837770,0.800263593944243,all_diff
easy,20480,32,2,64,192,0.9203252032520320,0.8680851063829790,0.858600583090379,0.9231489834163810,0.8696030301697080,0.857586569666988,beginner
hard,20480,32,2,64,192,0.8890290037831020,0.7705382436260620,0.7857142857142860,0.8936340571092120,0.7699737937489270,0.7850895258305250,intermediate
expert,20480,32,2,64,192,0.8671799807507220,0.7966472303207000,0.7755847953216370,0.87574368798103,0.7957383320115200,0.7782820936668960,advanced
expertplus,20480,32,2,64,192,0.8585209003215430,0.801980198019802,0.7919799498746870,0.8728058627347730,0.8062321539416510,0.7938201495248480,expert
all_diff,20480,32,2,64,192,0.8788763225100330,0.7997175141242940,0.789481730622229,0.8900127035714260,0.8052113700237080,0.7997139678815980,all_diff
easy,20480,32,2,64,1280,0.9176090468497580,0.8723404255319150,0.8580060422960730,0.9217209182515270,0.873185450019804,0.8572297829251990,beginner
hard,20480,32,2,64,1280,0.8984962406015040,0.7809254013220020,0.7866805411030180,0.9041563096123920,0.7821911499574440,0.7864609842391990,intermediate
expert,20480,32,2,64,1280,0.8741658722592950,0.825801749271137,0.7791932059447980,0.8815539035821460,0.8233950889312740,0.7804171327662520,advanced
expertplus,20480,32,2,64,1280,0.8408304498269900,0.7821782178217820,0.7860696517412940,0.8655210038188760,0.7821725636250780,0.7865913370998120,expert
all_diff,20480,32,2,64,1280,0.8837545126353790,0.8166666666666670,0.7925556059918290,0.8947581121462050,0.8235019380104800,0.8024432822291030,all_diff
easy,20480,32,2,64,128,0.9083601286173630,0.8539007092198580,0.8575498575498580,0.910996543952716,0.8548889733403610,0.8564495669486200,beginner
hard,20480,32,2,64,128,0.8788598574821850,0.7743153918791310,0.7790523690773070,0.883491881782333,0.7746873026573210,0.7786611006225910,intermediate
expert,20480,32,2,64,128,0.8316239316239320,0.793731778425656,0.7740963855421690,0.8390566689822770,0.7925734263824600,0.7736660891852390,advanced
expertplus,20480,32,2,64,128,0.8450292397660820,0.8044554455445550,0.797979797979798,0.8650578790141900,0.8038857852265670,0.8005591798695250,expert
all_diff,20480,32,2,64,128,0.85404865044985,0.7937853107344630,0.7888244910090650,0.8672986264772360,0.8003397602976360,0.7992211006356700,all_diff
easy,20480,32,2,64,448,0.8995290423861850,0.8709219858156030,0.8662420382165610,0.9015139203522660,0.8716656584088260,0.8647337364041170,beginner
hard,20480,32,2,64,448,0.8859857482185270,0.7809254013220020,0.7872441694431220,0.8916851609889500,0.7815216453941500,0.7894577376596960,intermediate
expert,20480,32,2,64,448,0.8506559031281530,0.7922740524781340,0.7814814814814810,0.8510384772808970,0.7918630770688820,0.7816275058953870,advanced
expertplus,20480,32,2,64,448,0.8623188405797100,0.7821782178217820,0.7870485678704860,0.8790909090909090,0.7850279329608940,0.7876712328767120,expert
all_diff,20480,32,2,64,448,0.8653324287652650,0.7957627118644070,0.7968887584385090,0.8779176631481620,0.8073033604229910,0.805482900617134,all_diff
easy,20480,32,2,64,128,0.920424403183024,0.8723404255319150,0.8567293777134590,0.9219477535772500,0.8733736715255970,0.8556160786843120,beginner
hard,20480,32,2,64,128,0.9281867145421900,0.7865911237016050,0.7806122448979590,0.9304851204816450,0.7865774567187430,0.7794629309718400,intermediate
expert,20480,32,2,64,128,0.9009009009009010,0.8228862973760930,0.7759450171821310,0.9046066403519,0.8214040147789260,0.7768383340199420,advanced
expertplus,20480,32,2,64,128,0.8614718614718620,0.7945544554455450,0.8095838587641870,0.878663301856073,0.7927746741154560,0.8126818258907020,expert
all_diff,20480,32,2,64,128,0.907826982492276,0.8186440677966100,0.7896867036426320,0.916491304619378,0.8249680197490850,0.7991567141786390,all_diff
easy,20480,32,2,64,128,0.90521327014218,0.8794326241134750,0.8648648648648650,0.9078462074101610,0.8807560275317580,0.8632697652867300,beginner
hard,20480,32,2,64,128,0.8791714614499430,0.789423984891407,0.7925311203319500,0.8817925581420870,0.789803731542662,0.7910619213487820,intermediate
expert,20480,32,2,64,128,0.8311258278145700,0.8010204081632650,0.7782945736434110,0.8401749478673010,0.799633992410356,0.7779846246246860,advanced
expertplus,20480,32,2,64,128,0.8631921824104240,0.7821782178217820,0.7959442332065910,0.8748275862068970,0.7867411545623840,0.7981102669004480,expert
all_diff,20480,32,2,64,128,0.8637719588995690,0.81045197740113,0.7948757053530580,0.8763499046283680,0.8207220153712710,0.8043571290148180,all_diff
easy,20480,32,2,64,576,0.9037854889589910,0.8709219858156030,0.8609467455621300,0.9077866410824310,0.8716041848005980,0.8576495761820240,beginner
hard,20480,32,2,64,576,0.876358695652174,0.7714825306893300,0.7774909654104290,0.8813922702879550,0.7722668804352090,0.7755336402272520,intermediate
expert,20480,32,2,64,576,0.8756815703380590,0.8010204081632650,0.7748294162244130,0.8748334445294920,0.8000509561927450,0.7748039096411140,advanced
expertplus,20480,32,2,64,576,0.8488372093023260,0.7846534653465350,0.795425667090216,0.868452380952381,0.7855369335816260,0.79667719436768,expert
all_diff,20480,32,2,64,576,0.8742368742368740,0.7980225988700560,0.7915416916616680,0.8787622673842800,0.8072745099241490,0.799143596190186,all_diff
easy,20480,32,2,64,6336,0.9207119741100320,0.8851063829787230,0.8604992657856090,0.9238292138475070,0.8855099756025130,0.8592156701102780,beginner
hard,20480,32,2,64,6336,0.9264475743348980,0.789423984891407,0.7917312661498710,0.927598373256264,0.7903008322190380,0.791941252031207,intermediate
expert,20480,32,2,64,6336,0.9099876695437730,0.826530612244898,0.7804878048780490,0.908170270018941,0.8265953739458990,0.7810209014134570,advanced
expertplus,20480,32,2,64,6336,0.8778135048231510,0.7896039603960400,0.8040455120101140,0.8881326352530540,0.788268156424581,0.8068230694037150,expert
all_diff,20480,32,2,64,6336,0.9104408352668210,0.8228813559322030,0.798483699772555,0.9147815909049650,0.8312686915788640,0.8076556430214550,all_diff
easy,20480,32,2,64,1088,0.9202037351443120,0.8794326241134750,0.8735294117647060,0.9234974517099590,0.8807570896617900,0.8722858003045820,beginner
hard,20480,32,2,64,1088,0.8789346246973370,0.7743153918791310,0.7753659767794040,0.8901699050894940,0.7744032678151580,0.7743533043900860,intermediate
expert,20480,32,2,64,1088,0.8323301805674980,0.7981049562682220,0.7787610619469030,0.8439510998171840,0.7961388150250780,0.7764469372204880,advanced
expertplus,20480,32,2,64,1088,0.8662207357859530,0.7920792079207920,0.810126582278481,0.8780855473902390,0.7939168218497830,0.8122981761950240,expert
all_diff,20480,32,2,64,1088,0.8672228015293710,0.7966101694915250,0.7937031484257870,0.8853861144045890,0.8064224835364300,0.8031355661435970,all_diff
easy,20480,32,2,64,3520,0.919831223628692,0.8794326241134750,0.8607784431137730,0.922716084853462,0.8800714517973990,0.8588519906644190,beginner
hard,20480,32,2,64,3520,0.9353312302839120,0.7875354107648730,0.7821171634121270,0.9339066937175720,0.7885617029832890,0.7802045383284680,intermediate
expert,20480,32,2,64,3520,0.902264600715137,0.8243440233236150,0.7724297266076240,0.9023851906731250,0.8228945647365180,0.7711529630611230,advanced
expertplus,20480,32,2,64,3520,0.8675078864353310,0.7871287128712870,0.7969924812030080,0.8784993694829760,0.7917566728739910,0.7994700710586540,expert
all_diff,20480,32,2,64,3520,0.9095840867992770,0.8192090395480230,0.7900711366732250,0.9170304444749430,0.8273850008035030,0.7989509206737790,all_diff
easy,20480,32,2,64,256,0.8973561430793160,0.8964539007092200,0.8610709117221420,0.9002122172029450,0.89778678441381,0.8590362858063040,beginner
hard,20480,32,2,64,256,0.8574739281575900,0.7790368271954670,0.7797649463464490,0.8666706122780140,0.7797749546543750,0.7777715362091980,intermediate
expert,20480,32,2,64,256,0.8340649692712910,0.8141399416909620,0.7794062382562950,0.841111137288105,0.8135676581684120,0.7780087199040130,advanced
expertplus,20480,32,2,64,256,0.8357771260997070,0.7797029702970300,0.779746835443038,0.849156406748746,0.7839478584729980,0.7814145069852200,expert
all_diff,20480,32,2,64,256,0.8511924756466240,0.8101694915254240,0.7933243927879600,0.8653446757904050,0.8191299064232410,0.8010725375132150,all_diff
easy,20480,32,2,64,5888,0.8981191222570530,0.8893617021276600,0.8670520231213870,0.902898212029378,0.8901759494440500,0.8661282316418160,beginner
hard,20480,32,2,64,5888,0.8930348258706470,0.7941454202077430,0.789,0.8949002573302590,0.794964363941501,0.790357936309714,intermediate
expert,20480,32,2,64,5888,0.8532608695652170,0.8352769679300290,0.7822318526543880,0.8584435108191330,0.834790702661625,0.7809844596039560,advanced
expertplus,20480,32,2,64,5888,0.8541666666666670,0.7821782178217820,0.7906371911573470,0.8699584316368950,0.7838857852265670,0.793169826475924,expert
all_diff,20480,32,2,64,5888,0.8724525650035140,0.827683615819209,0.7994095940959410,0.8833412291749950,0.8364713040914030,0.8095782027385530,all_diff
easy,20480,32,2,64,1280,0.8875562218890560,0.8765957446808510,0.8658448150833940,0.8891016148365280,0.8780656548625190,0.8640857455943240,beginner
hard,20480,32,2,64,1280,0.8893617021276600,0.7828139754485360,0.7865055387714000,0.8884164006318370,0.7831126833465120,0.7850724507695220,intermediate
expert,20480,32,2,64,1280,0.8680479825517990,0.8185131195335280,0.7771340285824640,0.8678531017822990,0.8171179593671040,0.7762393498145260,advanced
expertplus,20480,32,2,64,1280,0.8532818532818530,0.7722772277227720,0.7878787878787880,0.8717948717948720,0.7744258224705150,0.7906239691605170,expert
all_diff,20480,32,2,64,1280,0.8760951188986230,0.8115819209039550,0.7952708769829390,0.8803503351564540,0.8202625848677610,0.804699063444515,all_diff
easy,20480,32,2,64,1024,0.9326599326599330,0.8921985815602840,0.8601036269430050,0.9347097692973170,0.8934064966505560,0.8580383592065900,beginner
hard,20480,32,2,64,1024,0.8908594815825380,0.7865911237016050,0.7742546142924750,0.8909956757995630,0.7883721429859000,0.7755859323857670,intermediate
expert,20480,32,2,64,1024,0.8535606820461380,0.8002915451895040,0.7766423357664230,0.8535162647420220,0.7980109528761530,0.7763324400759720,advanced
expertplus,20480,32,2,64,1024,0.85,0.7896039603960400,0.7887323943661970,0.8659753798380840,0.7956921166977030,0.7923632956294760,expert
all_diff,20480,32,2,64,1024,0.8695502917954000,0.7983050847457630,0.7889985895627650,0.8878966359218990,0.8080416025435120,0.7984540526571010,all_diff
easy,20480,32,2,64,1536,0.8986384266263240,0.8765957446808510,0.8752672843905920,0.9029672538879300,0.8772831941073250,0.8737839822760580,beginner
hard,20480,32,2,64,1536,0.9111675126903550,0.7884796978281400,0.798,0.9129833434322420,0.7889140996383460,0.7970812017858610,intermediate
expert,20480,32,2,64,1536,0.8816568047337280,0.8316326530612250,0.7917129115797260,0.884469110907484,0.8299533024477280,0.7924560069217890,advanced
expertplus,20480,32,2,64,1536,0.8893280632411070,0.7871287128712870,0.801007556675063,0.898559344435633,0.7860459342023590,0.8027681212898050,expert
all_diff,20480,32,2,64,1536,0.8949907235621520,0.8192090395480230,0.8022998673153470,0.9000411178483700,0.8272584207145340,0.8120854145987410,all_diff
easy,20480,32,2,64,4032,0.9090909090909090,0.8709219858156030,0.8637379002233810,0.9106435547154090,0.8721094079182240,0.8616536886034080,beginner
hard,20480,32,2,64,4032,0.9228441754916790,0.7752596789423980,0.7841913676547060,0.920124969655668,0.7752574573431980,0.7832969723966120,intermediate
expert,20480,32,2,64,4032,0.892018779342723,0.8032069970845480,0.7763108261033570,0.8902828841908500,0.8024505755244480,0.7754904412821520,advanced
expertplus,20480,32,2,64,4032,0.8620689655172410,0.7698019801980200,0.7948387096774190,0.8791132180702730,0.76991930477964,0.7972083044794760,expert
all_diff,20480,32,2,64,4032,0.8974583698510080,0.8014124293785310,0.7940371159111650,0.9024032845152820,0.8086711405508900,0.8030876052983520,all_diff
easy,20480,32,2,64,320,0.949438202247191,0.8609929078014190,0.8647058823529410,0.9548839277582760,0.8622417037126570,0.8635437853978580,beginner
hard,20480,32,2,64,320,0.956439393939394,0.7695939565627950,0.7857142857142860,0.9519660768336120,0.7713046000366240,0.7862939427461990,intermediate
expert,20480,32,2,64,320,0.922437673130194,0.8097667638483970,0.7760532150776050,0.922126349943814,0.8075832219750720,0.7758974647904450,advanced
expertplus,20480,32,2,64,320,0.8834080717488790,0.7846534653465350,0.7918263090676880,0.8994090441932170,0.7855369335816260,0.7931622457239160,expert
all_diff,20480,32,2,64,320,0.932750136686714,0.8005649717514120,0.7967526819367930,0.9402681760544830,0.8089405494283110,0.8076148881497760,all_diff
easy,20480,32,2,64,4224,0.9280701754385960,0.8624113475177310,0.8585858585858590,0.9308286249415600,0.8639687908467880,0.8566445144979620,beginner
hard,20480,32,2,64,4224,0.8995929443690640,0.773371104815864,0.7866400797607180,0.9070862139222410,0.7740285885585780,0.7849538795348060,intermediate
expert,20480,32,2,64,4224,0.8835978835978840,0.7922740524781340,0.7773933102652830,0.889361570462966,0.7920414595665760,0.7770710224943590,advanced
expertplus,20480,32,2,64,4224,0.8715953307393000,0.7896039603960400,0.8065739570164350,0.886105476673428,0.7888392302917440,0.8089970501474930,expert
all_diff,20480,32,2,64,4224,0.8971701873256280,0.8,0.7944166287361550,0.9076554702067040,0.8085863922997750,0.8025568413798890,all_diff
easy,20480,32,2,64,9664,0.9329608938547490,0.8950354609929080,0.8641975308641980,0.9383734156869170,0.8957564020523230,0.8628580836117850,beginner
hard,20480,32,2,64,9664,0.9685534591194970,0.7903682719546740,0.7835365853658540,0.9650701997201390,0.7908715012423270,0.7838609955799390,intermediate
expert,20480,32,2,64,9664,0.946917808219178,0.8119533527696790,0.7756571840115230,0.9449961310635100,0.8106632396116700,0.7765322105410800,advanced
expertplus,20480,32,2,64,9664,0.8850574712643680,0.7970297029702970,0.7964824120603020,0.901180387409201,0.8000744878957170,0.7988917421273150,expert
all_diff,20480,32,2,64,9664,0.943502824858757,0.8175141242937850,0.7901785714285710,0.9464611949851270,0.8286623275958420,0.7997136282513730,all_diff
easy,20480,32,2,64,64,0.9345955249569710,0.8680851063829790,0.8664688427299700,0.9388619753234120,0.8688861196333410,0.8661471484637000,beginner
hard,20480,32,2,64,64,0.9271255060728740,0.773371104815864,0.780440097799511,0.9308412663586410,0.7744986992285330,0.7802563046249020,intermediate
expert,20480,32,2,64,64,0.8826530612244900,0.8002915451895040,0.7803617571059430,0.8923628591601130,0.8005146269539430,0.7795308292742390,advanced
expertplus,20480,32,2,64,64,0.8658536585365850,0.7970297029702970,0.8039950062421970,0.8771765805773050,0.8000744878957170,0.8059214257805110,expert
all_diff,20480,32,2,64,64,0.9034509499806130,0.7963276836158190,0.7955833212262100,0.917526531953835,0.8061152097529780,0.8037515914817640,all_diff
easy,20480,32,2,64,5760,0.9148471615720520,0.8765957446808510,0.8635014836795250,0.9188836663530270,0.8775228984195760,0.8624654082848440,beginner
hard,20480,32,2,64,5760,0.9419354838709680,0.7620396600566570,0.7799586776859500,0.9400477174051730,0.7628590013697540,0.7809706796697270,intermediate
expert,20480,32,2,64,5760,0.8886255924170620,0.8024781341107870,0.7725687717938780,0.8865566664772250,0.8000248247920030,0.7718799655387210,advanced
expertplus,20480,32,2,64,5760,0.8661087866108790,0.7698019801980200,0.7984595635430040,0.8821869355809750,0.7693482309124770,0.8011908766736190,expert
all_diff,20480,32,2,64,5760,0.906987505784359,0.792090395480226,0.7930982291509010,0.9131016991723810,0.8003586093200230,0.8028996981357330,all_diff
easy,20480,32,2,64,6976,0.915702479338843,0.8638297872340430,0.8597014925373130,0.919707333050542,0.8640513581103490,0.8565271520437560,beginner
hard,20480,32,2,64,6976,0.9240162822252380,0.7752596789423980,0.777956126270733,0.9265289683870520,0.7752625788348030,0.777465273059321,intermediate
expert,20480,32,2,64,6976,0.8876050420168070,0.8287172011661810,0.7779022023142960,0.8942204921901660,0.8280403475466500,0.7742450043737,advanced
expertplus,20480,32,2,64,6976,0.864516129032258,0.806930693069307,0.7970660146699270,0.8830874511198010,0.809534450651769,0.7994793085702180,expert
all_diff,20480,32,2,64,6976,0.9013209013209010,0.8129943502824860,0.7854765506807870,0.9112269014622920,0.81646319252699,0.7939885554267690,all_diff
easy,20480,32,2,64,192,0.9145569620253160,0.8836879432624110,0.8646222887060580,0.91777186782839,0.8844277765779940,0.8627786123103450,beginner
hard,20480,32,2,64,192,0.8556818181818180,0.7884796978281400,0.7923961980990500,0.8661451274103380,0.7895327814815300,0.791688702627187,intermediate
expert,20480,32,2,64,192,0.8470588235294120,0.8338192419825070,0.782483847810481,0.8551849998085250,0.8317437992290070,0.7832226006989690,advanced
expertplus,20480,32,2,64,192,0.8537313432835820,0.7772277227722770,0.7921052631578950,0.8653467595396730,0.7788702669149600,0.794229244535055,expert
all_diff,20480,32,2,64,192,0.8612456747404840,0.823728813559322,0.7994683992911990,0.8756456606148020,0.8317120033348510,0.8077121839563960,all_diff
easy,20480,32,2,64,576,0.9141004862236630,0.8680851063829790,0.8642501776830140,0.9185092235331690,0.8690145428228250,0.8628021806187530,beginner
hard,20480,32,2,64,576,0.89,0.7714825306893300,0.7864935064935070,0.8953523138972060,0.7725091666987010,0.7845149744465090,intermediate
expert,20480,32,2,64,576,0.8632958801498130,0.815597667638484,0.7803379416282640,0.871292103225399,0.8149073961109960,0.7807896301763150,advanced
expertplus,20480,32,2,64,576,0.8594249201277960,0.7772277227722770,0.7869674185463660,0.8611247043471170,0.7794413407821230,0.7889457416011550,expert
all_diff,20480,32,2,64,576,0.8780925062746500,0.8025423728813560,0.7937185546577220,0.8924208091792880,0.8077296259799510,0.8020258191467240,all_diff
easy,20480,32,2,64,1024,0.9089481946624800,0.8723404255319150,0.8652482269503550,0.910880698900876,0.8734242074783650,0.8637101409179740,beginner
hard,20480,32,2,64,1024,0.8875562218890560,0.7875354107648730,0.7867684478371500,0.8848819311763990,0.7869159237269940,0.7843197329677550,intermediate
expert,20480,32,2,64,1024,0.8531317494600430,0.8199708454810500,0.78125,0.848528374542218,0.8175708456302960,0.7827359692112930,advanced
expertplus,20480,32,2,64,1024,0.8493975903614460,0.7920792079207920,0.7984595635430040,0.8574273197929110,0.7962011173184360,0.801517362124307,expert
all_diff,20480,32,2,64,1024,0.8691144708423330,0.8138418079096050,0.7959438810945970,0.8753178649683380,0.8205363749337950,0.8059536580747060,all_diff
easy,20480,32,2,64,1344,0.9090909090909090,0.8836879432624110,0.864677307425399,0.9147556622470780,0.8840779128266510,0.8632927825529770,beginner
hard,20480,32,2,64,1344,0.8951965065502180,0.7998111425873470,0.7890098496630380,0.8964117092219920,0.7997537002634300,0.7874463478714020,intermediate
expert,20480,32,2,64,1344,0.859358841778697,0.814868804664723,0.7754502021315690,0.85695192843713,0.8135097920657980,0.7747373446882770,advanced
expertplus,20480,32,2,64,1344,0.8679867986798680,0.7623762376237620,0.7866323907455010,0.8844313063063060,0.7655369335816260,0.7874076323514530,expert
all_diff,20480,32,2,64,1344,0.8764186633039090,0.8127118644067800,0.7956236323851200,0.8873505714294490,0.8224291611209100,0.8050593656595250,all_diff
easy,20480,32,2,64,192,0.9089456869009580,0.8808510638297870,0.8605518269947800,0.9108383837361190,0.8818509638667050,0.8585741827174010,beginner
hard,20480,32,2,64,192,0.8944193061840120,0.7714825306893300,0.7833173537871520,0.8927153651798580,0.7729550799033240,0.7852153111950540,intermediate
expert,20480,32,2,64,192,0.8588110403397030,0.7959183673469390,0.7750177430801990,0.8575405259782490,0.7951686355778990,0.7758917326310290,advanced
expertplus,20480,32,2,64,192,0.8561872909699000,0.7747524752475250,0.7934093789607100,0.869241912119749,0.7766480446927380,0.7981187159614580,expert
all_diff,20480,32,2,64,192,0.8759590792838880,0.7980225988700560,0.7943202586812880,0.8823684483082920,0.8083097894079050,0.8037223047850720,all_diff
easy,20480,32,2,64,192,0.9232053422370620,0.8709219858156030,0.86002886002886,0.9274711953571780,0.8712037916492270,0.8576152177747970,beginner
hard,20480,32,2,64,192,0.860981308411215,0.7799811142587350,0.7767944936086530,0.8677952349546850,0.7800319350755400,0.7761460070198810,intermediate
expert,20480,32,2,64,192,0.8345070422535210,0.8345481049562680,0.7779339423752640,0.847522160537731,0.8336113438472300,0.7790850097840440,advanced
expertplus,20480,32,2,64,192,0.8425925925925930,0.8044554455445550,0.7815230961298380,0.8725315955766190,0.8044568590937310,0.7839828206909620,expert
all_diff,20480,32,2,64,192,0.8596193065941540,0.8220338983050850,0.7907236658284440,0.8766829112793050,0.8267932632471070,0.8005599671862180,all_diff
easy,20480,32,2,64,64,0.9130434782608700,0.849645390070922,0.8677867056245430,0.9127226360756530,0.8503817626741600,0.8661596715572640,beginner
hard,20480,32,2,64,64,0.9076005961251860,0.7762039660056660,0.7873114924596980,0.9089487617392380,0.7778288056245870,0.7874399965015360,intermediate
expert,20480,32,2,64,64,0.8757700205338810,0.8010204081632650,0.7780320366132720,0.8772958351922380,0.802109041037518,0.7781703205476730,advanced
expertplus,20480,32,2,64,64,0.8501628664495110,0.7797029702970300,0.7835051546391750,0.8687281771655430,0.7799503414028550,0.784466800804829,expert
all_diff,20480,32,2,64,64,0.8873180873180870,0.7968926553672320,0.7944177671068430,0.8969012723422190,0.8032645902637340,0.8056618511768670,all_diff
easy,20480,32,2,64,2368,0.902668759811617,0.8808510638297870,0.8678414096916300,0.9078042640521970,0.880931744520228,0.8654401348491980,beginner
hard,20480,32,2,64,2368,0.8748335552596540,0.7875354107648730,0.7849517031011690,0.8811634638682380,0.7877032513573410,0.7839738886292080,intermediate
expert,20480,32,2,64,2368,0.8375241779497100,0.8345481049562680,0.7757452574525750,0.8373174048971290,0.8323244859589400,0.7778730463364720,advanced
expertplus,20480,32,2,64,2368,0.8532110091743120,0.7722772277227720,0.7828348504551370,0.8674653465346540,0.7727126008690260,0.7855876691271170,expert
all_diff,20480,32,2,64,2368,0.8582857142857140,0.8220338983050850,0.7924924924924930,0.8730298650609450,0.8294595215003520,0.8020196351570530,all_diff
easy,20480,32,2,64,320,0.9321705426356590,0.8680851063829790,0.8589473684210530,0.9346885734434760,0.8693118141408,0.8580275493113450,beginner
hard,20480,32,2,64,320,0.9213973799126640,0.7884796978281400,0.7859721505930890,0.920276481559376,0.789458989722202,0.7860329265510670,intermediate
expert,20480,32,2,64,320,0.8768619662363460,0.8053935860058310,0.7801769911504430,0.8820772495370950,0.8047132564236920,0.7808162830669550,advanced
expertplus,20480,32,2,64,320,0.8525179856115110,0.7673267326732670,0.7788944723618090,0.8702617198734540,0.7699813780260710,0.780952380952381,expert
all_diff,20480,32,2,64,320,0.8907063197026020,0.8062146892655370,0.7943494423791820,0.9011242078574640,0.8146625398442560,0.8033802493198050,all_diff
easy,20480,32,2,64,8512,0.961139896373057,0.8879432624113480,0.8619926199261990,0.9630046040614980,0.8884409867714110,0.8607813114679780,beginner
hard,20480,32,2,64,8512,0.9716981132075470,0.7913125590179420,0.7852822580645160,0.9705000158822470,0.7928695516283290,0.7858222167901190,intermediate
expert,20480,32,2,64,8512,0.9085948158253750,0.7966472303207000,0.7812382739212010,0.9072105562875550,0.7954996519618720,0.7822016074693290,advanced
expertplus,20480,32,2,64,8512,0.8728813559322030,0.7722772277227720,0.7959183673469390,0.894044979410833,0.7709993792675360,0.7969856979860430,expert
all_diff,20480,32,2,64,8512,0.9326259946949600,0.8019774011299440,0.7984014209591480,0.943601303785458,0.8134907139563300,0.807788755264471,all_diff
easy,20480,32,2,64,64,0.9021739130434780,0.8907801418439720,0.8613787991104520,0.9040915096919920,0.8921641499094880,0.8606970334673460,beginner
hard,20480,32,2,64,64,0.8409343715239160,0.789423984891407,0.7764825139381650,0.8517236092005350,0.790971632651518,0.7769681515444810,intermediate
expert,20480,32,2,64,64,0.8294117647058820,0.8294460641399420,0.7840059790732440,0.8288150436786980,0.8297121093804850,0.7827579616461350,advanced
expertplus,20480,32,2,64,64,0.8492647058823530,0.7846534653465350,0.7984886649874060,0.8665845648604270,0.7861080074487900,0.8010540693778670,expert
all_diff,20480,32,2,64,64,0.8358605003790750,0.8197740112994350,0.7949172576832150,0.8512709297906980,0.8282357195792020,0.8026520898705380,all_diff
easy,20480,32,2,64,704,0.9192982456140350,0.8921985815602840,0.8657573582196700,0.925277555680597,0.8930016888181540,0.8643805046207300,beginner
hard,20480,32,2,64,704,0.9298561151079140,0.7922568460812090,0.7829955511616410,0.927251502364402,0.7919998431185930,0.7813545432934960,intermediate
expert,20480,32,2,64,704,0.8721351025331730,0.8338192419825070,0.773733583489681,0.869723500512176,0.8325792657422770,0.7735757120062140,advanced
expertplus,20480,32,2,64,704,0.8554216867469880,0.801980198019802,0.7994825355756790,0.8760760401721660,0.8028057107386720,0.8001296751296750,expert
all_diff,20480,32,2,64,704,0.8936910084451070,0.8282485875706220,0.794083186877563,0.902169608813363,0.8362567242902140,0.8026890584309900,all_diff
easy,20480,32,2,64,2944,0.9102773246329530,0.8822695035460990,0.8698777857656360,0.9149802730106550,0.8836570820190390,0.8689298189018800,beginner
